insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(1,张一,zhangyi@huawei.com,340211199301010001,18815650001,gaussdb_001);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(2,张二,zhanger@huawei.com,340211199301010002,18815650002,gaussdb_002);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(3,张三,zhangsan@huawei.com,340211199301010003,18815650003,gaussdb_003);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(4,张四,zhangsi@huawei.com,340211199301010004,18815650004,gaussdb_004);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(5,张五,zhangwu@huawei.com,340211199301010005,18815650005,gaussdb_005);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(6,张六,zhangliu@huawei.com,340211199301010006,18815650006,gaussdb_006);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(7,张七,zhangqi@huawei.com,340211199301010007,18815650007,gaussdb_007);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(8,张八,zhangba@huawei.com,340211199301010008,18815650008,gaussdb_008);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(9,张九,zhangjiu@huawei.com,340211199301010009,18815650009,gaussdb_009);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(10,李一,liyi@huawei.com,340211199301010010,18815650010,gaussdb_010);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(11,李二,lier@huawei.com',340211199301010011,18815650011,gaussdb_011);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(12,李三,lisan@huawei.com,340211199301010012,18815650012,gaussdb_012);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(13,李四,lisi@huawei.com,340211199301010013,18815650013,gaussdb_013);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(14,李五,liwu@huawei.com,340211199301010014,18815650014,gaussdb_014);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(15,李六,liliu@huawei.com,340211199301010015,18815650015,gaussdb_015);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(16,李七,liqi@huawei.com,340211199301010016,18815650016,gaussdb_016);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(17,李八,liba@huawei.com,340211199301010017,18815650017,gaussdb_017);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(18,李九,lijiu@huawei.com,340211199301010018,18815650018,gaussdb_018);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(19,王一,wangyi@huawei.com,340211199301010019,18815650019,gaussdb_019);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(20,王二,wanger@huawei.com,340211199301010020,18815650020,gaussdb_020);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(21,王三,wangsan@huawei.com,340211199301010021,18815650021,gaussdb_021);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(22,王四,wangsi@huawei.com,340211199301010022,18815650022,gaussdb_022);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(23,王五,wangwu@huawei.com,340211199301010023,18815650023,gaussdb_023);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(24,王六,wangliu@huawei.com,340211199301010024,18815650024,gaussdb_024);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(25,王七,wangqi@huawei.com,340211199301010025,18815650025,gaussdb_025);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(26,王八,wangba@huawei.com,340211199301010026,18815650026,gaussdb_026);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(27,王九,wangjiu@huawei.com,340211199301010027,18815650027,gaussdb_027);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(28,钱一,qianyi@huawei.com,340211199301010028,18815650028,gaussdb_028);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(29,钱二,qianer@huawei.com,340211199301010029,18815650029,gaussdb_029);
insert into client(c_id,c_name,c_mail,c_id_card,c_phone,c_password) values(30,钱三,qiansan@huawei.com,340211199301010030,18815650030,gaussdb_030);
